ole_object_count,ole_object_type_count,macro_present,dde_present,vba_keywords_count,entropy,struct_ContentType,struct_PartName,file_size,struct_pos,struct_val,struct_typeface,struct_script,path_/w-p,path_w-r,path_/w-r,path_a-hlink,path_w-p,path_a-accent3,struct_ang,path_/a-effectLst,path_a-themeElements,struct_dist,path_a-alpha,struct_Extension,path_a-dk1,path_a-ln,path_/a-accent6,struct_w,struct_name,path_a-lt2,path_/a-outerShdw,path_a-accent4,path_/a-dk1,path_a-accent1,path_a-sysClr,path_a-lt1,path_/a-accent4,struct_{http://schemas.openxmlformats.org/wordprocessingml/2006/main}sz,path_a-solidFill,struct_{http://schemas.openxmlformats.org/wordprocessingml/2006/main}themeFill,struct_{http://schemas.openxmlformats.org/wordprocessingml/2006/main}csb1,struct_{http://schemas.openxmlformats.org/wordprocessingml/2006/main}styleId,label
32,3,1,0,2,5.331716794237295,0,0,184832,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.400693277041874,14,11,37553,10,69,66,60,7.0,7.0,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.406474329056974,14,11,39503,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
20,3,1,0,2,4.80319838274508,4,2,159971,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.390654278887517,14,11,37311,10,69,66,60,7.0,7.0,7.0,,7.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
29,3,1,0,2,5.495184009275401,0,0,178536,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
36,3,1,0,2,5.710838970215054,0,0,237778,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.399400646854567,14,11,39009,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
21,3,1,0,2,5.323038070693378,0,0,195584,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
36,3,1,0,2,5.704215135312986,4,2,234521,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
17,3,1,0,2,5.382916394469028,0,0,179062,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
29,3,1,0,2,5.475871692053188,0,0,178445,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.396849464806659,14,11,39365,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
29,3,1,0,2,5.663511709692282,0,0,195997,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
36,3,1,0,2,5.665633212823227,0,0,239870,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
29,3,1,0,2,5.655364063500937,0,0,237524,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
29,3,1,0,2,5.531087380157008,0,0,183112,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.432478229673841,14,11,45524,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.385229037960019,14,11,36656,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.395033147801959,14,11,38249,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.410567866707929,14,11,41023,10,69,66,60,25.0,25.0,25.0,,25.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
26,3,1,0,2,5.102066067432537,4,2,247071,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.408084899710331,14,11,39295,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.392629533738266,14,11,37582,10,69,66,60,4.0,4.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
26,3,1,0,2,5.66979670336648,0,0,221699,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.398485703448525,14,11,39050,10,69,66,60,17.0,17.0,17.0,,17.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.386723793846984,14,11,36797,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.410468098757837,14,11,40795,10,69,66,60,29.0,29.0,29.0,,29.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
20,3,1,0,2,5.031355649603708,4,2,168192,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,6.247464712193043,10,8,14246,11,62,66,60,20.0,86.0,86.0,,20.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,3.0,8.0,0
0,0,0,1,0,7.39114542068855,14,11,36921,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,0.0,324.0,0
0,0,0,1,0,7.417625930720632,14,11,40941,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
20,3,1,0,2,4.822518664207564,0,0,198973,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.38888377910278,14,11,36661,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
20,3,1,0,2,5.18871581793382,4,2,247960,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.395347835101052,14,11,36659,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.386706041453682,14,11,36661,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
26,3,1,0,2,5.685480277135303,0,0,224229,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
36,3,1,0,2,5.646975929108319,4,2,235724,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
36,3,1,0,2,5.644672200743922,4,2,234541,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.432930444818551,14,11,44885,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,0.0,324.0,0
26,3,1,0,2,5.090085286414015,4,2,255250,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.408636832828972,14,11,40469,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.401625896546348,14,11,39914,10,69,66,60,37.0,158.0,158.0,,37.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,0.0,324.0,0
0,0,0,1,0,7.398794441628979,14,11,36659,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.402351333314916,14,11,39461,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
20,3,1,0,2,4.802613118986886,4,2,204707,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
27,3,1,0,2,5.662474117194191,0,0,206080,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
36,3,1,0,2,5.71070011875385,4,2,234053,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
29,3,1,0,2,5.521820529363238,0,0,182821,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
26,3,1,0,2,5.702529390134359,0,0,237438,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.393225633912014,14,11,37582,10,69,66,60,4.0,4.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
20,3,1,0,2,4.774546790161716,0,0,154434,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.39264464427864,14,11,38609,10,69,66,60,22.0,22.0,22.0,,22.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
36,3,1,0,2,5.719908629587336,4,2,235341,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
26,3,1,0,2,5.61389776856488,0,0,230428,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
20,3,1,0,2,4.810618271552961,4,2,162711,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.409753288797097,14,11,40762,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
31,3,1,0,2,4.891602508424754,4,2,136246,9,62,66,60,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
21,3,1,0,2,5.284628419876912,4,2,170984,9,62,66,60,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
29,3,1,0,2,5.522599442941759,0,0,185582,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
26,3,1,0,2,5.604424925373928,0,0,228567,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
36,3,1,0,2,5.660921541996942,4,2,231364,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.412782572320815,14,11,40995,10,69,66,60,27.0,27.0,27.0,,27.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
21,3,1,0,2,5.370521910212141,0,0,165041,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
29,3,1,0,2,5.546117773395834,0,0,186764,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
26,3,1,0,2,5.67921692837391,0,0,223438,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
26,3,1,0,2,5.151146362528547,4,2,242765,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
31,3,1,0,2,5.087388134754606,0,0,151359,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.394632723556007,14,11,38062,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.385322318697924,14,11,36661,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
21,3,1,0,2,5.203379195612365,0,0,245936,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
31,3,1,0,2,5.272100893602619,0,0,178176,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.388994781132454,14,11,36652,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.400392503398267,14,11,38249,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.389312423470692,14,11,37562,10,69,66,60,12.0,12.0,12.0,,12.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
31,3,1,0,2,5.27290630636985,0,0,168716,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.388073185570181,14,11,36657,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
21,3,1,0,2,5.201388296745051,4,2,154872,9,62,66,60,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.39915948512366,14,11,38343,10,69,66,60,18.0,18.0,18.0,,18.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.391212417277016,14,11,36659,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
31,3,1,0,2,5.084831972183761,0,0,151721,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.410486185908718,14,11,40156,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
36,3,1,0,2,5.696344810804161,4,2,233594,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
31,3,1,0,2,5.271749305523626,0,0,181163,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
32,3,1,0,2,5.303115874024392,0,0,186368,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
21,3,1,0,1,5.476061293906691,4,2,179117,9,62,66,60,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
29,3,1,0,2,5.659816616718811,0,0,197657,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
36,3,1,0,2,5.662303252018648,0,0,238912,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
29,3,1,0,2,5.648737863899975,0,0,205886,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.389659083391527,14,11,36832,10,69,66,60,4.0,4.0,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
36,3,1,0,2,5.627314195291939,4,2,232535,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.407563651407013,14,11,39645,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.387526623847839,14,11,36652,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
36,3,1,0,2,5.703086443820529,4,2,233945,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
21,3,1,0,2,5.209059436595452,0,0,245326,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
20,3,1,0,2,4.61924765723457,0,0,222325,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
26,3,1,0,2,4.844718985593214,4,2,196267,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.437652357318577,14,11,46341,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.393244781639866,14,11,38280,10,69,66,60,13.0,13.0,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.407758638515653,14,11,40469,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.398103345408795,14,11,39050,10,69,66,60,17.0,17.0,17.0,,17.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.394435466010162,14,11,38062,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
36,3,1,0,2,5.708773271417996,4,2,235810,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.396605998645803,14,11,36661,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.40502317146511,14,11,40288,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
36,3,1,0,2,5.650214772919815,4,2,234710,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
0,0,0,1,0,7.398089743451947,14,11,38924,10,69,66,60,10.0,10.0,10.0,,10.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.410841718186275,14,11,40558,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
20,3,1,0,2,5.395959991766776,4,2,156542,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
31,3,1,0,2,5.252223187474728,0,0,161957,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
0,0,0,1,0,7.403914797764362,14,11,39878,10,69,66,60,31.0,31.0,31.0,,31.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
0,0,0,1,0,7.389984506373509,14,11,36800,10,69,66,60,3.0,3.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,2200.0,,938.0,8.0,324.0,0
20,3,1,0,2,5.423186835393476,4,2,164287,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
21,3,1,0,2,5.335762342446611,0,0,197120,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
26,3,1,0,2,5.678965429763514,0,0,231502,0,0,0,0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1
20,3,1,0,2,4.755416429154443,4,2,165260,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
20,3,1,0,2,4.961392963636726,4,2,175675,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
36,3,1,0,2,5.657915884282243,4,2,230456,9,62,100,94,,,,1.0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,6.0,,,,1
